"NAME:","walk_1_1.csv"
"EXPERIMENT TIME:","07/06/2023 21:24"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","60"

"Time [sec]","ACC X","ACC Y","ACC Z"
"552.58","10.67","0.75","1.06"
"552.67","10.47","0.71","0.94"
"552.77","10.63","0.75","1.06"
"552.86","10.55","0.78","1.02"
"552.95","10.55","0.78","0.98"
"553.04","10.59","0.78","0.98"
"553.13","10.55","0.63","0.9"
"553.22","10.63","0.75","0.9"
"553.31","10.63","0.71","0.94"
"553.4","10.55","0.82","0.94"
"553.49","10.59","0.78","0.82"
"553.59","10.63","0.82","0.94"
"553.68","10.59","0.86","0.78"
"553.77","10.47","0.67","1.02"
"553.86","10.59","0.75","1.06"
"553.95","10.59","0.63","1.1"
"554.04","10.51","0.67","0.98"
"554.13","10.67","0.67","1.06"
"554.22","10.55","0.78","1.06"
"554.31","10.59","0.71","0.98"
"554.4","10.63","0.75","0.94"
"554.49","10.67","0.67","1.02"
"554.59","10.55","0.71","0.9"
"554.68","10.67","0.78","1.02"
"554.77","10.59","0.67","1.06"
"554.86","10.55","0.78","0.94"
"554.95","10.55","0.75","1.06"
"555.04","10.51","0.71","0.9"
"555.13","10.59","0.78","0.94"
"555.22","10.63","0.82","0.98"
"555.31","10.51","0.82","1.02"
"555.41","10.63","0.78","1.02"
"555.5","10.55","0.86","0.94"
