"NAME:","Run_4_1"
"EXPERIMENT TIME:","2023/06/06 12:16:33"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","120"

"Time[sec]","ACC X","ACC Y","ACC Z"
"42.527945312499924","-0.20","-14.63","-7.06"
"42.608945312500055","-3.30","-20.01","-4.59"
"42.68994531249996","-1.61","4.31","-3.41"
"42.77094531250009","3.88","-6.63","-2.86"
"42.85194531249999","1.80","7.30","-8.94"
"42.932945312499896","-0.31","-20.01","-20.01"
"43.01394531250003","-1.37","-15.38","-5.30"
"43.09494531249993","4.79","9.89","-3.80"
"43.17594531250006","-2.04","-1.69","-6.28"
"43.256945312499965","-7.57","3.41","-20.01"
"43.337945312500096","0.20","-20.01","-4.24"
"43.4189453125","4.16","-16.44","-0.82"
"43.499945312499904","0.90","5.65","-0.75"
"43.580945312500035","-1.61","-1.26","-1.80"
"43.66194531249994","3.41","-20.01","1.80"
"43.74294531250007","4.79","-20.01","-1.61"
"43.82394531249997","-0.55","-3.22","-1.45"
"43.904945312500104","-5.22","-5.88","3.57"
"43.98594531250001","0.39","2.51","0.71"
"44.06694531249991","4.43","-4.67","-16.44"
"44.14794531250004","-0.24","-13.73","-3.49"
"44.228945312499945","-6.28","1.49","0.00"
"44.309945312500076","3.73","-2.98","-5.10"
"44.39094531249998","0.59","5.88","-9.02"
"44.47194531250011","-8.28","-20.01","-20.01"
"44.552945312500015","1.06","-16.71","-0.31"
"44.63394531249992","1.41","5.53","-2.24"
"44.71494531250005","3.18","-4.55","-0.98"
"44.79594531249995","10.36","-6.71","-7.92"
"44.876945312500084","-8.20","-20.01","-7.73"
"44.95794531249999","0.59","-7.30","-0.63"
