NAME:,matan w 3,,
65.94284749,7.61,-0.86,-1.22
66.02673357,8.75,-0.98,-5.41
66.11900826,17.69,-5.1,-8.32
66.18611712,9.57,-0.94,-3.92
66.32872346,5.88,-3.33,-4
66.39583232,9.89,-2.28,-4.55
66.43777536,8.32,-1.73,-3.3
66.52166144,7.3,-4.24,-2.2
66.61393613,7.53,-3.33,-1.33
66.69782221,15.93,-2.98,-1.37
66.77331968,12.59,-8.2,-4.71
66.84042854,4.47,-0.51,-3.69
66.92431462,10.63,-5.02,-4.28
67.0082007,9.18,-3.41,-2.55
67.09208678,8.36,-2.31,-3.14
67.15919565,6.59,-0.71,-1.45
67.30180198,8.2,-1.61,-3.1
67.36891085,14.83,-3.57,-6.79
67.4192425,10.63,-1.41,-5.96
67.50312858,4.82,-2.82,-4.35
67.57023744,10.43,-1.57,-3.37
67.65412352,7.22,-2.08,-3.22
67.7380096,6.86,-3.92,-1.26
67.82189568,6.83,-1.57,-1.96
67.90578176,11.53,-3.14,-1.06
67.98966784,12.59,-6.63,-4
68.0483881,4.75,-0.67,-3.3
68.19099443,7.96,-2.67,-5.57
68.2581033,9.02,-4.28,-2.47
68.32521216,8.47,-2.2,-3.18
68.39232102,6.55,-0.75,-1.29
68.45942989,8.9,-1.45,-4
68.54331597,17.3,-6.04,-8.94
68.62720205,9.69,-0.12,-3.8
68.71108813,4.55,-3.73,-4.63
68.7865856,9.92,-1.88,-3.45
68.8872489,6.79,-1.8,-4.16
68.94596915,8.47,-3.92,-2.31
69.02146662,8.04,-3.37,-0.78
69.16407296,15.81,-2.63,-1.49
69.23118182,11.69,-6.2,-3.53
69.29829069,5.49,-2.08,-3.77
69.36539955,7.61,-2.63,-3.96
69.44089702,10.75,-5.14,-4.12
69.50800589,9.69,-2.51,-3.37
69.59189197,6.59,-1.33,-2.08
69.67577805,7.69,-1.1,-3.06
69.76805274,14.36,-0.35,-0.86
69.85193882,12.87,-0.94,-4.67
70.32170086,4.51,-3.02,-4.47
70.80824013,8.16,-2.31,-3.41
70.85018317,9.02,-0.82,-3.96
70.85857178,8.36,-4.35,-2.31
70.8837376,6.55,-2.86,-0.82
70.90051482,7.26,-1.96,-2.75
71.00117811,15.06,-0.31,-2.35
71.06828698,12.47,-1.96,-4.9
71.13539584,3.77,-3.3,-5.02
71.21089331,9.89,-1.77,-3.77
71.303168,7.45,-1.1,-3.69
71.39544269,7.02,-3.37,-3.33
71.46255155,8,-4.35,-1.22
71.54643763,6.94,-4.39,-2.71
71.63871232,13.3,-3.18,-3.69
71.71420979,8.71,-6.47,-6.32
71.79809587,7.22,1.69,-4
71.85681613,9.34,-6.55,-4.24
71.96586803,8.98,-2.12,-3.3
72.0329769,9.69,-1.45,-3.22
72.10008576,6.35,-1.37,-1.02
72.19236045,11.69,-2.35,-4.63
72.26785792,17.42,-3.96,-7.57
72.36013261,7.65,-0.78,-4.67
72.44401869,6.86,-2.86,-3.22
72.52790477,10.24,-1.84,-4.98
72.59501363,9.61,-2.82,-2.98
72.6705111,7.57,-3.33,-2.16
72.75439718,8.16,-3.02,-1.33
72.83828326,17.34,-4.79,-2.51
72.91378074,12.87,-8.75,-5.73
73.05638707,4.75,1.22,-3.77
73.12349594,10.51,-5.77,-4
73.16543898,8.16,-3.49,-3.18
73.25771366,8.98,-2.16,-3.06
73.31643392,7.06,-1.41,-1.53
73.40032,8.59,-2.12,-4.47
73.48420608,13.49,-4.94,-6.59
73.56809216,10.71,-0.55,-6.71
73.64358963,5.81,-2.59,-4
73.72747571,9.1,-0.55,-4
73.81136179,7.96,-1.88,-3.8
73.88685926,7.92,-4.24,-2
74.02107699,7.69,-2.63,-0.78
