NAME:,matan r 1,,
14.76395008,20.01,-1.84,-1.61
14.84783616,19.81,-5.57,-12.4
14.91494502,6.47,5.22,-4.82
15.00721971,-6.63,1.18,-1.33
15.13304883,0.47,1.88,-3.22
15.19176909,20.01,0.59,-20.01
15.25887795,13.57,1.77,-7.22
15.34276403,-0.27,-0.43,-1.18
15.4098729,-4.47,-4.08,-4.28
15.49375898,6.12,-1.84,-7.02
15.57764506,20.01,-3.69,-12.67
15.64475392,10.59,2.47,-6.75
15.73702861,-7.22,1.92,-0.75
15.82091469,-0.75,0.82,-3.73
15.88802355,19.89,4.12,-15.73
15.97190963,16.36,3.61,-9.26
16.07257293,4.67,-1.06,-3.61
16.13968179,-8.83,-5.06,-1.33
16.2571223,2.9,-2.12,-7.57
16.29067674,20.01,-6.71,-18.48
16.38295142,14.32,1.96,-7.96
16.4668375,-9.22,3.41,2
16.55911219,-2,1.53,-2.79
16.61783245,6.71,3.84,-8.04
16.70171853,19.77,2.63,-7.37
16.78560461,11.77,-1.14,-4.59
16.8778793,-7.77,-2.08,-2.67
16.97015398,2.94,-1.02,-4.04
17.03726285,20.01,-1.84,-20.01
17.10437171,17.5,-0.16,-6.43
17.45669325,2.86,-0.2,-1.22
17.98517555,-7.61,3.77,-3.41
17.99356416,2.82,3.3,-7.96
18.00195277,11.02,-0.63,-3.61
18.01034138,-4.28,-2.75,-1.26
18.01872998,0.31,-2.12,-4.24
18.02711859,20.01,-6.43,-14.36
18.0355072,-5.65,3.61,-3.49
18.07745024,4.31,1.8,-4.04
18.16133632,19.97,12.24,-7.73
18.26199962,9.38,-3.65,-5.06
18.32910848,-3.65,0.27,-1.45
18.42138317,-2.31,-1.22,-3.18
18.48010342,12.79,-3.33,-11.61
18.5639895,20.01,-4.35,-8.12
18.64787558,6.51,2.59,-4.51
18.74015027,-9.45,2.86,-1.29
18.81564774,2.71,1.41,-4.24
18.94986547,20.01,-1.61,-19.97
19.01697434,17.53,0.08,-7.53
19.0840832,0.51,-0.39,-3.41
19.15119206,-6,-4.79,-2.08
19.20991232,4.2,0.08,-8.2
19.30218701,20.01,-2.9,-11.96
19.38607309,13.06,-0.2,-5.06
19.46995917,-8.87,1.96,0.04
19.53706803,-2.28,2.98,-4.16
19.62934272,4.51,8,-14.12
19.69645158,20.01,1.65,-5.06
19.78033766,8.47,-0.12,-3.73
19.91455539,-9.18,-3.77,-1.33
19.97327565,0.71,0.75,-6.12
20.04038451,20.01,-6.63,-20.01
20.11588198,16.48,-2.98,-4.86
20.19137946,-6.51,2.71,-1.92
20.27526554,-2.55,2.51,-4.51
20.35915162,2.35,7.22,-14.32
20.43464909,20.01,6.35,-6.16
20.51853517,8.94,-4.04,-4
20.60242125,-7.34,-1.84,-1.53
20.66953011,-0.16,-0.43,-4.08
20.75341619,20.01,-5.61,4
20.85407949,17.38,-4.86,-6.43
20.92118835,4.51,2.47,-2.71
20.99668582,-8.16,3.18,-3.69
21.09734912,2.82,1.02,-3.69
21.16445798,20.01,7.45,-20.01
21.24834406,14.4,1.02,-7.85
21.33223014,-2.28,-4.55,4.9
21.39933901,0.39,-0.78,-4.43
21.48322509,20.01,4.31,-4.63
21.56711117,20.01,-1.73,-7.49
21.65938586,6.28,2.63,-4.35
21.74327194,-7.61,3.37,-2
21.8103808,1.14,1.14,-2.9
21.95298714,20.01,-0.86,-20.01
21.98654157,14.4,1.45,-7.3
22.05365043,-0.2,-1.22,-2.47
22.15431373,-3.69,-3.92,-2.98
22.20464538,2.43,-3.84,-14
22.28853146,20.01,-1.88,-5.26
22.37241754,11.02,2.43,-6.28
22.45630362,-8.55,1.92,-1.29
22.5401897,1.73,1.77,-4.16
22.63246438,20.01,1.18,-17.89
22.71635046,16.28,1.18,-6.98
22.78345933,6.24,-1.41,-3.65
22.85056819,-8,-5.06,-1.53
22.95123149,1.61,-1.73,-4
23.44615936,20.01,-5.73,-20.01
23.94947584,15.14,-3.06,-4.63
23.98303027,-4.9,2.28,-3.22
23.98303027,-2.59,2.63,-4.04
23.99141888,6.55,3.3,-14.47
24.0081961,-5.18,1.1,-3.57
24.07530496,1.77,4.31,-9.26
24.15919104,20.01,7.92,-13.26
24.27663155,13.26,-1.73,-4.31
24.33535181,-7.85,-2.55,-2.35
24.41923789,0.35,-2.9,-3.41
24.47795814,20.01,-0.63,-9.06
24.56184422,20.01,-2.43,-10.51
24.6373417,5.26,3.22,-4.79
24.72122778,-13.49,3.41,-1.92
24.8554455,3.57,0.82,-3.61
24.90577715,20.01,-2.24,-20.01
24.97288602,14.4,2,-6.12
25.04838349,1.06,-0.82,-1.61
25.13226957,-5.3,-2.9,-3.41
25.22454426,1.57,-4.55,-17.18
25.30843034,20.01,-4.71,-10
25.38392781,9.92,2.08,-5.26
25.45103667,-9.49,1.73,-1.57
25.55169997,1.1,2.71,-4.51
25.65236326,20.01,6.71,-8.08
25.71947213,15.34,3.69,-8.24
25.78658099,2.2,-2.39,-2
25.85368986,-3.37,-3.77,-3.3
25.94596454,4.51,-9.3,-8.47
26.02985062,20.01,-0.55,-20.01
26.1137367,12.79,0,-5.37
26.18084557,-5.61,2.47,-1.06
26.28150886,-2.24,1.1,-3.96
26.34861773,3.02,5.77,-8.04
26.44089242,19.93,6,-4.9
26.49961267,10.24,-4.67,-5.18
26.60027597,-7.37,-0.86,-1.8
26.66738483,-0.16,-1.29,-5.26
26.76804813,20.01,-6.16,-20.01
26.83515699,16.91,-2.35,-7.69
26.91904307,2.12,1.49,-2.2
27.01131776,-7.49,3.3,-3.1
27.07003802,2.16,2.12,-11.38
27.1623127,20.01,8.28,-20.01
27.24619878,11.85,-0.39,-5.14
27.33008486,-6.39,-1.06,-1.65
27.39719373,0.75,-3.37,-2.79
27.48107981,16.04,-2.16,-11.81
27.55657728,18.63,-2.2,-10.24
27.69918362,7.61,0.43,-3.96
27.74112666,-9.38,3.96,-2.39
27.79984691,2.04,0.55,-2.24
27.8921216,20.01,-3.06,-19.81
27.97600768,13.38,1.57,-8.43
28.03472794,1.26,-1.41,-3.61
28.11861402,-4.12,-5.18,-3.88
28.2025001,6.16,-0.78,-6.98
28.28638618,18.2,16.32,-20.01
28.37866086,10,0.35,-5.57
28.50448998,-10.63,2.82,-1.22
28.57159885,1.33,1.41,-3.84
28.63870771,12.24,7.81,-5.22
28.70581658,16.55,3.3,-5.22
28.79809126,6.43,-3.26,-2.98
28.87358874,-7.34,-2.79,-2.59
28.94908621,1.06,0,-2.86
29.43562547,20.01,-3.77,5.96
29.93055334,18.32,-3.3,-7.02
29.96410778,2.82,4.67,-3.18
29.96410778,-9.34,0.16,-1.69
29.97249638,2.43,1.69,-3.92
30.00605082,-9.92,2.35,-1.22
30.05638246,1.41,0.94,-4.16
30.15704576,20.01,-20.01,-18.59
30.22415462,14.91,1.88,-8.08
30.31642931,5.92,-2.35,-3.06
30.43386982,-7.77,-5.73,-2.79
30.49259008,4.16,0.43,-4.9
30.55969894,20.01,-2.35,-20.01
30.64358502,14.75,-0.86,-5.69
30.7274711,-5.77,3.02,-2.67
30.81135718,-2.67,1.61,-4.28
30.89524326,-0.04,7.81,-20.01
30.95396352,20.01,5.57,-4.28
31.04623821,9.14,-3.77,-4
31.13012429,-9.65,-3.45,-0.98
31.22239898,2.35,-1.33,-3.1
31.29789645,20.01,-4.98,-20.01
31.39855974,16.08,-2.39,-6.43
31.47405722,-0.86,2.08,-2.47
31.54116608,-3.57,2.2,-3.8
31.61666355,3.45,1.18,-3.69
31.68377242,20.01,7.49,-19.61
31.7676585,11.22,-2.43,-4.86
31.85154458,-8.39,-0.86,-0.27
31.95220787,1.26,-1.61,-4.12
32.01092813,20.01,-4.39,3.22
32.10320282,18.44,-4.47,-9.14
32.1870889,2.9,2.63,-3.73
32.27097498,-7.14,2.08,-1.14
32.34647245,2.55,0.94,-4.08
32.41358131,20.01,6.59,-20.01
32.49746739,13.34,-3.49,-7.73
32.58974208,-3.02,0.04,-2.24
32.67362816,-2.59,-3.69,-2.9
32.73234842,3.88,-2.43,-9.49
32.8246231,20.01,-1.02,-7.02
32.91689779,10.79,-0.43,-4.79
32.98400666,-10.79,0.55,-1.45
33.06789274,0.75,3.26,-5.33
33.16016742,7.06,9.3,-10.12
33.2440535,17.02,5.26,-1.65
33.31955098,8.24,-2.98,-4.63
33.38665984,-9.06,-4.2,-0.35
33.48732314,1.26,-0.16,-3.92
33.57120922,20.01,-9.26,-19.93
33.63831808,14.87,-3.02,-7.06
33.72220416,-2.2,2.71,-2.24
33.80609024,-5.02,1.92,-3.45
33.89836493,3.3,3.49,-3.92
33.94869658,20.01,8.94,-10.24
34.03258266,11.02,-2.08,-4.98
34.12485734,-3.8,-2.35,-1.84
34.25068646,-2.16,-1.33,-4.71
34.31779533,20.01,-2.47,-10.2
34.38490419,20.01,-5.73,-10.2
34.44362445,6.86,1.8,-4.12
34.54428774,-11.14,4.63,-3.37
34.603008,3.77,1.69,-4.28
34.69528269,20.01,2.47,-19.97
34.76239155,15.18,2.24,-6.63
34.84627763,6.28,-3.84,-1.73
34.93016371,-8.16,-1.92,-1.33
35.41670298,2.35,-2.71,-4.67
35.92001946,20.01,-1.14,-13.89
36.41494733,14.51,0.9,-6.28
36.42333594,-5.18,3.33,-2.55
36.9098752,-0.98,1.96,-3.49
36.91826381,-2.2,2.12,-1.65
37.41319168,-5.22,2.98,-3.92
37.41319168,3.26,2.94,-15.3
37.91650816,19.81,6.32,-5.06
37.92489677,4.47,-0.67,-2.79
38.41143603,-6.63,2.24,-3.53
38.41982464,2.94,1.14,-4.2
38.42821325,20.01,5.69,-20.01
38.50371072,18.59,1.84,-7.34
38.5875968,2.86,0.04,-2.67
38.67148288,-6,-2.04,-1.77
38.73020314,4.9,-7.41,-10.55
38.81408922,20.01,1.18,-8.04
38.8979753,12.4,0.12,-5.06
38.99024998,-6.16,2.24,-2.71
39.06574746,-0.31,1.22,-4.08
39.19996518,20.01,4.43,-15.18
39.25029683,15.97,-0.24,-7.26
39.30901709,5.02,1.65,-3.8
39.39290317,-2.51,-1.73,-2.75
39.48517786,0.12,-1.29,-7.88
39.5355095,20.01,-5.41,-14.32
39.6361728,16.28,2.31,-5.92
39.72844749,0.94,1.14,-2.75
39.77877914,-5.14,2.39,-4.79
39.86266522,10.2,3.3,-13.45
39.99688294,14,4.67,-10.83
40.06399181,10.04,-0.63,-6.32
40.13110067,-3.73,-0.86,-2.71
40.18982093,-0.04,-2.2,-4.04
40.27370701,20.01,1.65,-18.08
40.35759309,15.42,1.37,-9.18
40.44147917,3.45,0.16,-4.51
40.52536525,-5.84,3.53,-3.69
40.59247411,3.1,2.24,-10.47
40.69313741,20.01,8.51,-14.51
40.77702349,11.69,-0.16,-5.53
40.83574374,-2.55,-2.2,-1.45
40.93640704,-2.35,-0.98,-4.94
41.0035159,12.91,-0.51,-17.73
41.12095642,19.14,-2.04,-12.2
41.17967667,7.45,0.94,-6.67
41.23839693,-9.69,3.1,-3.3
41.32228301,0.47,2.59,-3.33
41.40616909,20.01,1.18,-18.28
41.49005517,13.77,8.24,-9.96
41.57394125,0.59,-0.98,-0.31
41.66621594,-7.96,-5.37,-2.2
41.75010202,6,-0.75,-11.14
41.80882227,20.01,-1.49,-15.1
41.90948557,13.69,0.51,-5.65
41.97659443,-6.63,0.71,-0.31
42.08564634,-2,1.41,-4.28
42.1527552,15.61,1.8,-16.16
42.21986406,17.69,8.94,-12.32
42.30375014,1.88,-2.04,-3.69
42.39602483,-4.43,-4.98,-2.24
42.47991091,-0.12,-2.43,-9.57
42.53863117,20.01,-2.47,-20.01
42.63090586,12.2,-2.04,-8.16
42.70640333,-1.92,1.1,-0.24
42.79028941,-6.59,2.82,-5.33
42.87417549,4.79,1.37,-14.91
42.94128435,20.01,3.96,-12.04
43.03355904,8.98,-2.59,-4.55
43.13422234,-8.28,-2.98,-2.63
43.18455398,-1.73,-0.59,-6.71
43.27682867,20.01,-10.28,-20.01
43.36910336,16.28,-3.18,-7.81
43.89758566,-2.94,-0.12,-2.16
43.90597427,-5.14,4.98,-3.84
44.40090214,5.1,4.24,-12.98
44.43445658,19.77,6.39,-13.38
44.44284518,7.37,0.08,-6.47
44.44284518,-3.26,-2.31,-3.96
44.45123379,20.01,8.79,-11.85
44.49317683,13.85,4.12,-7.18
44.5686743,0.35,-2.35,-2.39
44.66094899,-4.67,-3.49,-2.63
44.72805786,4.59,-1.92,-12
44.87066419,19.26,0.43,-14.83
44.92938445,12.51,1.53,-6.71
44.97132749,-4.82,1.57,-2.12
45.07199078,-4.08,3.45,-4.2
45.15587686,8.43,5.37,-14.98
45.21459712,19.14,5.92,-5.33
45.30687181,8.28,-0.47,-5.18
45.38236928,-6.24,-2.39,-1.1
45.47464397,-0.78,-1.06,-4.63
45.55853005,20.01,-6.98,-20.01
45.6172503,17.46,-0.24,-8.12
45.75146803,2.2,0.12,-3.1
45.8185769,-8.28,5.1,-3.92
45.91085158,0.75,3.96,-7.65
45.95279462,20.01,8.39,-20.01
46.0366807,14.79,3.22,-7.57
46.10378957,1.53,-2.28,-0.9
46.19606426,-7.65,-4.28,-1.61
46.27995034,2.67,-6.32,-12.83
46.36383642,17.73,-0.16,-17.73
46.43094528,11.61,0.78,-6.12
46.50644275,-6,-0.2,-1.92
46.59032883,-2.08,2.39,-3.65
46.69938074,20.01,6.04,-14.91
46.7664896,14.28,2.98,-10.94
46.83359846,5.06,-0.04,-3.1
46.91748454,-6.59,-4.39,-2.04
47.00137062,2.43,-5.92,-12.24
47.0852567,20.01,-2.75,-15.1
47.17753139,12.79,0.67,-7.14
47.26141747,-6,0.75,-1.06
47.32013773,-1.69,2.75,-4.12
47.42080102,19.89,3.65,-19.34
47.4962985,16.67,6.24,-13.18
47.56340736,8.12,-0.12,-4.98
47.66407066,-9.41,-2.75,-1.45
47.73117952,1.14,-2.59,-9.18
47.79828838,20.01,-4.86,-20.01
47.89895168,10.75,0.98,-6.67
47.99122637,-3.65,-0.2,-1.1
48.04994662,-3.88,2.98,-4.86
48.14222131,20.01,2.55,-13.26
48.21771878,15.69,4.08,-9.73
48.30999347,5.22,-1.45,-3.65
48.36871373,-4.59,-2.43,-2.75
48.46098842,5.14,-10.12,-13.1
48.5532631,20.01,-2,-17.1
48.62876058,14.59,-0.78,-7.73
48.69586944,-3.33,1.02,-1.45
48.81330995,-4.63,2.79,-3.06
48.8636416,3.1,4.31,-18.59
48.94752768,20.01,4.59,-16.59
49.03141376,9.06,-0.55,-4.79
49.12368845,-4.94,-1.53,-0.98
49.19918592,-2.98,-2.43,-3.61
49.26629478,20.01,-0.43,-8.83
49.35018086,16.83,-2.28,-10.28
49.87866317,6.32,1.33,-4.82
50.39036826,-10.43,2.82,-1.14
50.39875686,2.98,1.84,-4.51
50.42392269,20.01,8.67,-20.01
50.4323113,11.06,2.67,-7.57
50.47425434,20.01,6.28,-10.04
50.61686067,10.4,-0.75,-4.59
50.68396954,-8.51,-3.69,-2.08
50.72591258,1.22,-0.24,-5.77
50.80979866,20.01,-10.71,-20.01
50.90207334,15.77,-2.12,-7.02
50.98595942,-2.39,0.35,-3.18
51.04467968,-2.86,5.06,-2.98
51.15373158,1.88,2.67,-4.79
51.21245184,20.01,10.67,-20.01
51.30472653,11.57,0.35,-6.83
51.37183539,-4.79,-1.69,-1.22
51.49766451,-2.39,-2.71,-3.33
51.56477338,20.01,-1.65,-6.67
51.63188224,16.87,-2.51,-7.85
51.6906025,5.22,0.31,-3.96
51.77448858,-9.18,3.96,-1.92
51.86676326,3.45,3.18,-4.2
51.95064934,20.01,6.83,-20.01
52.03453542,9.92,-0.51,-5.61
52.10164429,-4.08,-1.22,-1.1
52.18553037,-2.82,-2.67,-3.41
52.26941645,20.01,-1.45,-12.79
52.36169114,17.34,-0.39,-9.96
52.45396582,4.39,0.24,-4.75
52.52107469,-7.41,4.39,-0.98
52.60496077,1.69,1.61,-3.14
52.67206963,20.01,7.18,-20.01
52.75595571,12.83,-1.22,-9.34
52.8482304,-1.61,-1.49,-0.39
52.90695066,-5.65,-3.73,-2.04
52.99083674,8,-4.98,-9.53
53.08311142,20.01,-1.73,-12.32
53.1669975,9.96,0.59,-5.49
53.25088358,-8.51,1.65,-1.53
53.31799245,0.24,1.33,-2.47
53.41865574,20.01,3.73,-20.01
53.477376,11.3,0.75,-9.3
53.5864279,1.33,-1.45,-2.12
53.64514816,-4.86,-2.28,-2.39
53.73742285,6.67,-4.75,-14.87
53.80453171,20.01,-0.75,-13.14
53.88841779,9.53,1.18,-4.43
53.95552666,-8.67,1.8,-3.14
54.04780134,1.77,1.8,-2.59
54.13168742,20.01,1.29,-20.01
54.2155735,11.77,2.47,-7.57
54.30784819,-0.94,-1.37,-1.06
54.38334566,-4.67,-2.43,-2.12
54.44206592,8.51,-4.67,-14.24
54.54272922,19.3,-1.22,-11.81
54.6266153,8.08,1.96,-7.26
54.69372416,-8.55,4.24,-1.29
54.77761024,1.57,2,-2.75
54.86149632,20.01,2.04,-20.01
54.9453824,14.47,-0.08,-10.28
55.02087987,3.73,0.94,-2.47
55.11315456,-6.75,-5.06,-3.02
55.19704064,2.43,-0.39,0.31
55.2641495,20.01,-6.94,-20.01
55.33125837,13.73,0.27,-8.59
56.36305715,-5.77,0.9,0.39
56.86637363,-4.63,2.31,-3.02
56.87476224,4.08,4.16,-15.93
57.36969011,18.48,2,-4.12
57.36969011,8.39,-0.47,-11.53
57.85622938,7.65,0.86,-5.02
57.86461798,-10.32,3.96,-0.59
58.35954586,1.1,1.33,-6.94
58.36793446,20.01,0.78,-20.01
58.86286234,17.46,6.04,-6
58.89641677,4.75,-2.04,-4.55
58.92158259,-7.57,-4.04,-0.67
58.92158259,2.35,-0.39,-6.08
58.95513702,-0.9,-3.96,-7.49
58.98869146,20.01,-7.22,-20.01
59.06418893,12.71,-0.2,-7.73
59.16485222,-10.67,-0.63,-1.92
59.23196109,1.02,3.88,-6.63
59.34101299,19.65,4.75,-20.01
59.40812186,6.83,-0.27,-7.61
59.46684211,-5.02,-2.16,-3.14
59.55072819,5.3,0.71,-12.67
59.63461427,3.26,-18.01,-20.01
59.72688896,20.01,-3.69,-14.63
59.80238643,8.75,3.73,-6.67
59.89466112,-5.77,3.57,-2.63
59.9785472,0.47,0.2,-1.77
60.03726746,20.01,2.86,-20.01
60.17987379,14.67,-0.39,-7.41
60.26375987,4.98,1.14,-2.86
60.33086874,-7.88,-4.82,-2.67
60.37281178,9.18,-4.9,-13.06
60.45669786,19.73,-3.22,-11.81
60.54058394,9.57,1.96,-5.37
60.6076928,-7.77,1.84,-2.9
60.69157888,1.73,1.77,-2.9
60.77546496,20.01,4.63,-20.01
60.86773965,12.32,0,-7.45
60.94323712,-0.63,0.59,-3.18
