"NAME: ","walk_2_1.csv"
"EXPERIMENT TIME: ","08/06/2023 14:38:06"
"ACTIVITY TYPE: ","WALKING"
"COUNT OF ACTUAL STEPS: ","80"

"Time[sec]","ACC X","ACC Y","ACC Z"
"15.4","-4.04","8.43","-0.75"
"15.5","-4.98","9.02","0.04"
"15.6","-5.65","9.57","0.24"
"15.7","-5.73","9.06","-0.20"
"15.8","-5.22","8.75","0.55"
"15.9","-4.90","10.12","-0.16"
"16.0","-4.67","8.98","-0.43"
"16.1","-4.31","9.85","-1.10"
"16.2","-4.31","8.51","-0.75"
"16.3","-3.96","7.41","-0.24"
"16.4","-4.16","9.57","1.41"
"16.5","-4.08","10.24","1.41"
"16.6","-5.45","7.53","1.29"
"16.7","-5.18","8.55","0.75"
"16.8","-4.63","10.36","-0.31"
"16.9","-4.12","8.83","-1.61"
"17.0","-3.26","9.14","0.24"
"17.1","-3.88","9.02","0.55"
"17.2","-5.81","9.02","-0.67"
"17.3","-6.55","8.59","-0.24"
"17.4","-6.24","6.98","0.12"
"17.5","-5.57","9.69","0.00"
"17.6","-4.24","10.04","-0.59"
"17.7","-2.82","9.61","0.43"
"17.8","-2.82","8.90","0.20"
"17.9","-3.18","8.63","1.57"
"18.0","-4.94","8.59","1.41"
"18.1","-6.47","7.10","0.90"
"18.2","-5.61","10.00","-0.39"
"18.3","-4.94","11.73","0.47"
"18.4","-4.51","8.59","-0.86"
"18.5","-3.84","7.45","-0.90"
"18.6","-3.77","8.36","0.04"
"18.7","-4.90","8.75","1.02"
"18.8","-6.04","8.90","1.88"
"18.9","-6.28","8.51","-0.08"
"19.0","-4.98","9.65","-0.98"
"19.1","-2.90","8.83","0.75"
"19.2","-2.67","9.14","0.51"
"19.3","-3.33","9.85","1.02"
"19.4","-3.88","8.71","0.86"
"19.5","-3.88","8.32","1.61"
"19.6","-5.18","9.18","1.65"
"19.7","-5.02","9.96","1.29"
"19.8","-3.73","9.65","1.37"
"19.9","-3.53","6.67","0.27"
"20.0","-3.14","10.08","0.71"
"20.1","-4.00","8.59","1.18"
"20.2","-5.10","8.98","-0.51"
"20.3","-4.98","8.32","1.61"
"20.4","-4.00","10.40","1.33"
"20.5","-5.02","9.89","-0.63"
"20.6","-4.16","9.41","0.08"
"20.7","-3.61","8.90","0.71"
"20.8","-4.16","8.00","1.06"
"20.9","-4.71","7.34","0.78"
"21.0","-5.22","7.85","0.55"
"21.1","-5.22","10.51","0.24"
"21.2","-3.80","9.85","-0.08"
"21.3","-3.37","9.26","-0.39"
"21.4","-3.37","10.08","-0.47"
"21.5","-4.00","8.90","-0.67"
"21.6","-3.96","8.87","0.71"
"21.7","-4.94","8.75","-0.27"
"21.8","-4.55","8.24","0.55"
"21.9","-3.53","10.08","0.75"
"22.0","-3.37","9.96","0.16"
"22.1","-2.51","10.75","0.04"
"22.2","-2.67","10.20","1.29"
"22.3","-3.69","8.98","0.59"
"22.4","-3.65","8.94","1.14"
"22.5","-3.57","8.47","1.73"
"22.6","-3.92","8.67","1.02"
"22.7","-4.04","9.26","1.33"
"22.8","-3.96","8.75","0.35"
"22.9","-4.28","8.32","-0.75"
"23.0","-3.22","10.36","0.12"
"23.1","-3.96","10.59","-0.20"
"23.2","-3.65","9.38","0.63"
"23.3","-4.08","8.32","0.75"
"23.4","-4.08","8.71","1.02"
"23.5","-3.61","9.65","0.67"
"23.6","-3.49","10.24","0.39"
"23.7","-2.55","8.12","0.75"
"23.8","-2.98","9.77","1.41"
"23.9","-4.35","8.87","1.80"
"24.0","-4.71","8.67","0.90"
"24.1","-4.35","7.34","0.90"
"24.2","-4.67","7.73","1.84"
"24.3","-5.06","10.67","2.12"
"24.4","-4.00","9.61","1.33"
"24.5","-3.65","7.41","-0.86"
"24.6","-3.33","10.67","0.00"
"24.7","-4.28","9.30","0.43"
"24.8","-4.75","9.49","0.43"
"24.9","-4.28","7.69","1.49"
"25.0","-4.63","8.04","1.33"
"25.1","-4.90","9.57","1.10"
"25.2","-4.04","8.94","0.24"
"25.3","-2.71","8.94","0.78"
"25.4","-3.26","10.55","1.14"
"25.5","-3.92","9.38","2.12"
"25.6","-4.43","7.92","1.18"
"25.7","-3.92","6.79","1.02"
"25.8","-3.18","8.71","2.20"
"25.9","-4.75","10.63","2.79"
"26.0","-4.79","9.92","0.78"
"26.1","-3.96","7.45","-0.35"
"26.2","-3.33","9.34","1.33"
"26.3","-4.28","8.63","0.78"
"26.4","-4.75","8.67","0.94"
"26.5","-4.59","8.04","1.65"
"26.6","-4.63","7.73","1.49"
"26.7","-5.53","10.04","0.98"
"26.8","-4.75","9.06","0.04"
"26.9","-3.14","7.57","0.78"
"27.0","-2.82","9.89","2.12"
"27.1","-4.12","9.34","1.77"
"27.2","-4.90","7.22","0.71"
"27.3","-4.98","7.10","1.96"
"27.4","-5.73","6.94","0.43"
"27.5","-6.16","12.16","-0.82"
"27.6","-4.51","8.67","-0.59"
"27.7","-4.55","8.75","-0.90"
"27.8","-5.10","8.59","-0.75"
"27.9","-5.14","8.28","-0.31"
"28.0","-5.22","8.04","0.16"
"28.1","-5.65","8.28","0.12"
"28.2","-4.86","9.02","-0.04"
"28.3","-4.51","10.04","-0.31"
"28.4","-3.53","9.18","0.39"
"28.5","-2.79","10.67","1.69"
"28.6","-4.31","8.94","0.24"
"28.7","-4.79","7.65","0.47"
"28.8","-4.82","6.04","2.00"
"28.9","-4.59","10.08","0.71"
"29.0","-4.75","13.02","-0.90"
"29.1","-3.10","8.43","-0.98"
"29.2","-3.26","9.73","-1.84"
"29.3","-3.69","9.38","0.00"
"29.4","-4.35","8.51","0.24"
"29.5","-4.08","9.10","0.55"
"29.6","-4.67","8.94","0.16"
"29.7","-5.10","9.34","-1.14"
"29.8","-4.00","10.00","-0.35"
"29.9","-3.10","10.36","-0.90"
"30.0","-3.57","8.20","-0.71"
"30.1","-3.80","10.43","-0.75"
"30.2","-4.08","8.39","-0.98"
"30.3","-2.59","9.65","0.27"
"30.4","-3.45","9.02","1.65"
"30.5","-4.12","9.22","1.49"
"30.6","-4.39","10.40","2.04"
"30.7","-2.71","8.94","0.35"
"30.8","-2.47","9.57","-0.47"
"30.9","-2.31","10.24","0.12"
"31.0","-3.57","8.71","1.29"
"31.1","-4.35","8.94","-0.43"
"31.2","-4.67","8.59","0.08"
"31.3","-4.90","10.00","-0.20"
"31.4","-4.43","9.14","-0.24"
"31.5","-3.18","9.81","0.55"
"31.6","-3.88","7.61","1.49"
"31.7","-4.51","9.02","0.43"
"31.8","-3.80","8.43","0.82"
"31.9","-3.96","8.63","0.98"
"32.0","-4.79","8.79","0.82"
"32.1","-5.18","10.28","1.02"
"32.2","-4.04","11.41","0.75"
"32.3","-2.59","10.20","0.71"
"32.4","-3.26","8.20","-0.43"
"32.5","-2.94","8.47","0.16"
"32.6","-4.28","8.12","0.12"
"32.7","-4.51","8.94","0.39"
"32.8","-4.98","9.10","0.16"
"32.9","-4.98","10.67","0.04"
"33.0","-4.71","9.53","-0.98"
"33.1","-4.55","9.06","0.24"
"33.2","-4.67","8.08","0.27"
"33.3","-4.82","8.12","0.31"
"33.4","-5.10","8.32","1.06"
"33.5","-5.22","7.88","0.94"
"33.6","-5.30","10.08","0.67"
"33.7","-5.26","10.04","-0.35"
"33.8","-4.82","9.06","-0.98"
"33.9","-4.12","8.94","0.04"
"34.0","-4.24","8.04","0.55"
"34.1","-4.63","7.81","0.94"
"34.2","-4.75","7.88","1.41"
"34.3","-4.98","8.67","0.98"
"34.4","-4.82","10.08","1.29"
"34.5","-4.16","8.90","0.63"
"34.6","-3.80","9.69","0.90"
"34.7","-4.20","8.63","0.82"
"34.8","-4.47","7.81","0.55"
"34.9","-4.79","8.28","1.57"
"35.0","-4.82","8.28","1.61"
"35.1","-4.75","8.75","1.73"
"35.2","-5.10","9.45","0.51"
"35.3","-3.41","8.83","0.71"
"35.4","-3.02","11.06","0.71"
"35.5","-4.00","8.94","0.16"
"35.6","-4.12","7.96","0.39"
"35.7","-4.47","8.32","1.80"
"35.8","-5.81","9.02","1.73"
"35.9","-5.84","9.96","0.59"
"36.0","-4.98","7.88","-0.59"
"36.1","-3.69","8.71","0.51"
"36.2","-4.16","8.83","1.06"
"36.3","-4.75","8.12","0.71"
"36.4","-5.06","7.88","1.41"
"36.5","-5.41","8.67","1.45"
"36.6","-5.45","9.92","0.75"
"36.7","-4.51","9.06","-0.31"
"36.8","-4.55","9.26","-0.90"
"36.9","-4.71","8.55","-0.12"
"37.0","-4.94","8.75","1.33"
"37.1","-4.90","7.85","2.04"
"37.2","-4.98","8.16","1.18"
"37.3","-5.02","8.63","1.10"
"37.4","-4.67","9.30","0.47"
"37.5","-4.59","8.47","0.35"
"37.6","-4.20","8.98","1.10"
"37.7","-4.28","9.02","2.00"
"37.8","-4.71","8.12","0.82"
"37.9","-5.14","7.26","0.98"
"38.0","-5.69","8.36","1.65"
"38.1","-6.47","10.59","1.77"
"38.2","-4.67","8.87","-0.67"
"38.3","-4.43","7.45","0.59"
"38.4","-4.67","9.38","-0.04"
"38.5","-5.02","8.24","0.90"
"38.6","-5.06","7.85","1.18"
"38.7","-5.61","7.73","1.33"
"38.8","-6.39","9.38","0.12"
"38.9","-5.30","9.30","0.51"
"39.0","-4.55","7.45","0.27"
"39.1","-4.98","8.51","0.75"
"39.2","-5.02","8.28","0.82"
"39.3","-4.98","7.14","1.06"
"39.4","-6.00","8.36","1.37"
"39.5","-5.88","10.24","1.45"
"39.6","-5.14","9.18","0.43"
"39.7","-5.26","7.10","-0.16"
"39.8","-4.94","9.22","0.78"
"39.9","-5.45","8.00","0.63"
"40.0","-4.98","7.45","0.71"
"40.1","-4.90","7.81","2.28"
"40.2","-5.96","8.59","1.26"
"40.3","-5.92","9.02","0.24"
"40.4","-4.31","7.26","0.08"
"40.5","-4.51","8.55","0.51"
"40.6","-5.06","10.08","1.69"
"40.7","-5.37","8.71","1.45"
"40.8","-4.63","6.59","0.90"
"40.9","-5.84","7.69","2.04"
"41.0","-5.77","10.40","1.73"
"41.1","-4.67","8.59","1.18"
"41.2","-4.98","6.98","-0.16"
"41.3","-4.98","8.51","0.59"
"41.4","-6.12","8.12","0.71"
"41.5","-6.35","8.47","0.55"
"41.6","-5.57","7.37","1.69"
"41.7","-5.45","8.20","0.90"
"41.8","-5.81","9.53","0.51"
"41.9","-5.02","8.55","0.24"
"42.0","-3.80","8.75","0.47"
"42.1","-4.04","8.39","1.26"
"42.2","-4.79","9.26","1.45"
"42.3","-4.79","8.43","1.29"
"42.4","-4.63","6.47","1.33"
"42.5","-5.77","8.63","2.16"
"42.6","-6.12","10.12","1.49"
"42.7","-4.67","8.55","0.90"
"42.8","-4.47","7.41","-0.24"
"42.9","-4.79","9.65","0.16"
"43.0","-5.61","9.02","0.55"
"43.1","-5.22","7.37","1.14"
"43.2","-5.14","6.20","2.24"
"43.3","-6.20","8.63","1.18"
"43.4","-6.20","9.34","1.41"
"43.5","-5.06","8.00","1.37"
"43.6","-4.94","7.57","0.51"
"43.7","-5.06","9.41","0.75"
"43.8","-4.98","8.67","1.77"
"43.9","-5.02","7.61","0.94"
"44.0","-4.94","6.79","1.80"
"44.1","-6.00","7.53","1.88"
"44.2","-6.28","9.38","1.69"
"44.3","-5.30","8.00","0.31"
"44.4","-5.22","7.88","-0.24"
"44.5","-5.33","9.49","0.75"
"44.6","-5.14","7.53","1.22"
"44.7","-5.18","7.34","1.49"
"44.8","-5.53","7.73","1.88"
"44.9","-5.73","9.38","1.65"
"45.0","-5.57","8.32","1.06"
"45.1","-5.26","7.49","0.24"
"45.2","-4.82","8.16","1.33"
"45.3","-4.71","7.85","2.12"
"45.4","-5.30","8.90","1.49"
"45.5","-5.18","7.34","1.92"
"45.6","-5.92","8.00","2.24"
"45.7","-6.47","9.96","1.18"
"45.8","-4.71","8.67","1.53"
"45.9","-5.10","7.69","0.16"
"46.0","-5.33","9.22","0.71"
"46.1","-5.73","8.28","1.37"
"46.2","-5.33","7.10","1.69"
"46.3","-5.73","6.16","1.92"
"46.4","-6.59","8.24","1.41"
"46.5","-6.32","9.69","0.90"
"46.6","-4.94","7.81","1.33"
"46.7","-4.94","7.10","0.27"
"46.8","-6.35","8.98","1.14"
"46.9","-6.00","8.39","1.73"
"47.0","-6.08","7.02","1.02"
"47.1","-5.88","6.32","1.49"
"47.2","-5.96","8.83","1.88"
"47.3","-5.41","8.28","2.04"
"47.4","-4.28","7.30","0.27"
"47.5","-5.73","8.24","0.51"
"47.6","-5.61","9.41","1.22"
"47.7","-5.41","7.96","0.51"
"47.8","-5.10","7.65","1.02"
"47.9","-5.26","8.20","2.31"
"48.0","-5.02","9.57","1.88"
"48.1","-4.47","10.12","1.65"
"48.2","-3.69","8.43","0.63"
"48.3","-4.20","8.00","0.98"
"48.4","-5.49","8.63","0.51"
"48.5","-5.02","7.77","1.45"
"48.6","-4.94","7.37","1.96"
"48.7","-5.61","8.47","2.04"
"48.8","-6.00","10.16","1.65"
"48.9","-5.02","8.79","0.55"
"49.0","-4.35","6.32","0.39"
"49.1","-5.30","9.49","0.78"
"49.2","-5.49","8.55","1.29"
"49.3","-6.12","7.61","1.45"
"49.4","-6.08","6.94","1.33"
"49.5","-6.24","8.98","0.86"
"49.6","-5.26","10.47","0.16"
"49.7","-4.55","8.47","0.82"
"49.8","-4.20","7.81","0.75"
"49.9","-4.71","8.67","1.06"
"50.0","-4.79","8.75","2.12"
"50.1","-5.61","8.08","1.57"
"50.2","-6.12","7.10","0.43"
"50.3","-6.43","8.43","2.04"
"50.4","-6.86","8.71","0.78"
"50.5","-5.57","8.12","0.78"
"50.6","-5.02","8.79","0.39"
"50.7","-5.14","8.67","0.78"
"50.8","-5.10","8.12","1.26"
"50.9","-5.57","7.37","1.45"
"51.0","-6.79","7.69","0.39"
"51.1","-6.79","6.90","0.94"
"51.2","-6.43","8.75","1.29"
"51.3","-5.96","10.51","-0.27"
"51.4","-4.24","8.67","0.55"
"51.5","-3.92","8.63","1.22"
"51.6","-4.51","7.18","1.29"
"51.7","-4.75","7.69","1.88"
"51.8","-5.30","7.88","2.55"
"51.9","-5.61","8.71","2.08"
"52.0","-5.65","6.55","1.37"
"52.1","-5.96","7.61","1.65"
"52.2","-6.63","9.34","1.26"
"52.3","-5.92","8.87","1.14"
"52.4","-4.94","8.16","-0.82"
"52.5","-4.75","8.90","-0.47"
"52.6","-5.26","8.47","0.47"
"52.7","-5.84","8.94","0.47"
"52.8","-5.22","7.41","1.26"
"52.9","-6.28","7.88","1.18"
"53.0","-6.35","9.53","0.71"
"53.1","-5.61","8.98","-0.27"
"53.2","-4.28","8.32","0.75"
"53.3","-3.73","7.41","0.86"
"53.4","-4.94","7.85","0.55"
"53.5","-5.30","7.88","1.92"
"53.6","-6.24","8.98","1.49"
"53.7","-4.98","7.96","0.43"
"53.8","-5.02","7.30","1.69"
"53.9","-6.43","8.94","1.88"
"54.0","-5.73","9.77","1.02"
"54.1","-5.30","6.86","-0.04"
"54.2","-5.41","8.20","-0.16"
"54.3","-5.53","8.51","0.75"
"54.4","-5.96","7.77","1.14"
"54.5","-5.88","6.90","0.98"
"54.6","-5.33","7.61","1.69"
"54.7","-6.08","8.83","2.12"
"54.8","-4.75","8.59","0.51"
"54.9","-3.84","8.36","0.63"
"55.0","-3.73","8.59","0.94"
"55.1","-4.00","9.18","0.71"
"55.2","-3.69","9.18","2.35"
"55.3","-4.43","9.14","1.92"
"55.4","-4.47","7.37","2.24"
"55.5","-5.30","6.71","1.88"
"55.6","-6.16","8.63","1.69"
"55.7","-5.49","9.96","2.04"
"55.8","-4.71","6.98","-0.12"
"55.9","-3.96","7.77","-0.51"
"56.0","-4.04","9.14","0.94"
"56.1","-4.35","9.81","1.06"
"56.2","-4.35","9.06","0.98"
"56.3","-5.65","10.00","1.02"
"56.4","-5.88","8.79","1.14"
"56.5","-5.49","7.41","1.45"
"56.6","-5.88","7.49","1.06"
"56.7","-5.69","9.45","1.10"
"56.8","-4.63","7.88","0.59"
"56.9","-4.16","7.61","0.98"
"57.0","-4.28","8.63","0.51"
"57.1","-4.12","8.94","1.33"
"57.2","-3.69","9.26","2.43"
"57.3","-4.12","9.53","1.88"
"57.4","-3.30","6.55","2.51"
"57.5","-5.69","8.08","1.84"
"57.6","-6.83","10.28","1.57"
"57.7","-4.43","7.30","0.12"
"57.8","-4.16","8.43","0.24"
"57.9","-4.71","8.63","0.12"
"58.0","-4.94","9.30","0.51"
"58.1","-6.08","8.94","0.67"
"58.2","-6.20","10.20","-0.43"
"58.3","-4.16","8.20","1.06"
"58.4","-4.86","8.28","1.96"
"58.5","-5.06","8.00","1.80"
"58.6","-6.08","9.65","1.06"
"58.7","-3.33","8.39","1.14"
"58.8","-3.80","8.28","0.16"
"58.9","-4.20","7.41","1.73"
"59.0","-4.75","8.87","2.16"
"59.1","-4.71","9.45","2.04"
"59.2","-4.04","7.53","1.77"
"59.3","-4.82","6.04","2.63"
"59.4","-5.02","9.18","1.77"
"59.5","-4.39","9.96","0.35"
"59.6","-3.45","8.12","1.06"
"59.7","-3.33","9.02","0.75"
"59.8","-3.84","10.47","1.45"
"59.9","-4.35","9.14","1.02"
"60.0","-5.84","8.63","0.71"
"60.1","-5.61","7.57","1.06"
"60.2","-5.53","7.81","1.22"
"60.3","-5.53","9.10","1.02"
"60.4","-4.28","8.16","1.02"
"60.5","-3.88","8.75","1.33"
"60.6","-4.20","9.38","1.49"
"60.7","-3.96","7.73","1.41"
"60.8","-4.04","8.16","1.77"
"60.9","-4.35","10.20","2.71"
"61.0","-4.31","7.92","2.43"
"61.1","-5.73","6.24","2.28"
"61.2","-5.96","8.94","1.96"
"61.3","-4.94","10.55","0.35"
"61.4","-3.61","8.16","0.59"
"61.5","-4.04","9.30","0.31"
"61.6","-4.04","8.08","0.82"
"61.7","-4.39","7.30","0.55"
"61.8","-5.73","8.28","0.59"
"61.9","-7.18","10.20","0.86"
"62.0","-6.24","8.67","1.26"
"62.1","-5.37","7.22","0.94"
"62.2","-5.69","9.18","0.51"
"62.3","-4.47","9.69","1.22"
"62.4","-4.59","6.90","1.26"
"62.5","-4.94","8.67","0.43"
"62.6","-4.55","8.63","1.41"
"62.7","-4.12","9.38","1.88"
"62.8","-4.08","8.71","2.00"
"62.9","-4.94","7.34","2.08"
"63.0","-5.45","7.45","1.96"
"63.1","-5.84","7.92","2.67"
"63.2","-6.12","8.94","1.80"
"63.3","-5.81","9.45","1.22"
